domain,split,lineage,raw_states,candidate_q,amplitude_floor,valid_q,boundary_q,full_contracting_reverse,full_expanding_reverse,full_expanding_forward,full_contracting_forward
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1847:9924,3,2,0.9679771472806047,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1850:9925,4,3,0.9362918578894328,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1850:9925,3,2,0.9362918578894328,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1850:9925,3,2,0.9362918578894328,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1865:9926,7,6,0.9342001241375653,3,0,0,0,0,3
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1865:9926,5,4,0.9342001241375653,2,0,0,0,0,2
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1865:9926,6,5,0.9342001241375653,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1866:9927,5,4,0.9673342372835546,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1866:9927,4,3,0.9673342372835546,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1866:9927,4,3,0.9673342372835546,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1873:9928,4,3,0.933260676952608,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1873:9928,3,2,0.933260676952608,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1873:9928,4,3,0.933260676952608,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1877:9929,4,3,0.9326987019063764,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1877:9929,4,3,0.9326987019063764,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1877:9929,4,3,0.9326987019063764,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9930,3,2,0.9819819982861636,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9930,3,2,0.9819819982861636,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9930,3,2,0.9819819982861636,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9931,3,2,0.9756401755980465,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9931,3,2,0.9756401755980465,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1878:9931,3,2,0.9756401755980465,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1879:9932,5,4,0.9065262200403119,2,0,1,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1879:9932,4,3,0.9065262200403119,2,0,1,0,1,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1879:9932,5,4,0.9065262200403119,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1884:9933,4,3,0.91886760665931,1,0,0,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1884:9933,3,2,0.91886760665931,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1884:9933,3,2,0.91886760665931,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1886:9934,7,6,0.929878026786672,4,0,1,0,0,3
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1886:9934,5,4,0.929878026786672,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1886:9934,6,5,0.929878026786672,1,0,0,1,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1926:9935,3,2,0.9798125777260145,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1926:9935,3,2,0.9798125777260145,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1926:9935,3,2,0.9798125777260145,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1930:9936,4,3,0.938926548787741,1,0,0,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1930:9936,3,2,0.938926548787741,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1930:9936,3,2,0.938926548787741,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1941:9937,4,3,0.9507096965191562,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1941:9937,4,3,0.9507096965191562,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1941:9937,4,3,0.9507096965191562,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1944:9938,5,4,0.9577933534939164,2,0,0,0,0,2
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1944:9938,4,3,0.9577933534939164,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1944:9938,4,3,0.9577933534939164,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1947:9939,4,3,0.9417438446908871,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1947:9939,3,2,0.9417438446908871,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1947:9939,4,3,0.9417438446908871,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1961:9940,3,2,0.9519995326134068,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1961:9940,3,2,0.9519995326134068,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1961:9940,3,2,0.9519995326134068,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1966:9941,5,4,0.9193558318728207,2,0,1,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1966:9941,4,3,0.9193558318728207,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1966:9941,4,3,0.9193558318728207,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1967:9942,3,2,0.9846135885266105,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1967:9942,2,1,0.9846135885266105,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1967:9942,3,2,0.9846135885266105,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1985:9943,3,2,0.9829453905451755,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1985:9943,2,1,0.9829453905451755,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1985:9943,3,2,0.9829453905451755,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1990:9944,3,2,0.9758526028818507,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1990:9944,2,1,0.9758526028818507,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1990:9944,3,2,0.9758526028818507,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9945,4,3,0.9730377997673867,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9945,3,2,0.9730377997673867,2,0,1,0,0,1
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9945,3,2,0.9730377997673867,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9946,3,2,0.9935632154867006,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9946,3,2,0.9935632154867006,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:1999:9946,3,2,0.9935632154867006,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2001:9947,3,2,0.9513556962301262,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2001:9947,2,1,0.9513556962301262,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2001:9947,3,2,0.9513556962301262,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2002:9948,6,5,0.9568761561295812,3,0,1,0,1,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2002:9948,5,4,0.9568761561295812,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2002:9948,6,5,0.9568761561295812,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2011:9949,3,2,0.9943822807531864,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2011:9949,2,1,0.9943822807531864,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2011:9949,3,2,0.9943822807531864,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2012:9950,5,4,0.949003774616969,1,0,0,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2012:9950,4,3,0.949003774616969,2,0,0,1,0,1
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2012:9950,5,4,0.949003774616969,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2022:9951,4,3,0.9159335059205291,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2022:9951,3,2,0.9159335059205291,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2022:9951,3,2,0.9159335059205291,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2029:9952,5,4,0.9231607496322846,2,0,1,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2029:9952,4,3,0.9231607496322846,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2029:9952,5,4,0.9231607496322846,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2043:9953,5,4,0.9497554754560096,2,0,1,1,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2043:9953,4,3,0.9497554754560096,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2043:9953,4,3,0.9497554754560096,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2044:9954,3,2,0.9804110342203758,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2044:9954,2,1,0.9804110342203758,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2044:9954,3,2,0.9804110342203758,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2045:9955,3,2,0.953419047780134,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2045:9955,3,2,0.953419047780134,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2045:9955,3,2,0.953419047780134,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2049:9956,3,2,0.964911081497477,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2049:9956,2,1,0.964911081497477,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2049:9956,3,2,0.964911081497477,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2051:9957,5,4,0.9270668172384211,2,0,1,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2051:9957,4,3,0.9270668172384211,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2051:9957,4,3,0.9270668172384211,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2054:9958,6,5,0.8985071509071892,3,0,2,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2054:9958,5,4,0.8985071509071892,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2054:9958,5,4,0.8985071509071892,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9959,3,2,0.9971079382791543,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9959,2,1,0.9971079382791543,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9959,3,2,0.9971079382791543,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9960,3,2,0.9850827570005501,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9960,2,1,0.9850827570005501,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2055:9960,3,2,0.9850827570005501,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2060:9961,3,2,0.9477134385978552,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2060:9961,2,1,0.9477134385978552,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2060:9961,3,2,0.9477134385978552,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2078:9962,5,4,0.9298247432730347,2,0,0,1,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2078:9962,4,3,0.9298247432730347,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2078:9962,5,4,0.9298247432730347,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2090:9963,3,2,0.9909390338379486,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2090:9963,3,2,0.9909390338379486,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2090:9963,3,2,0.9909390338379486,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2112:9964,3,2,0.9556410931032643,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2112:9964,3,2,0.9556410931032643,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2112:9964,3,2,0.9556410931032643,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2117:9965,4,3,0.9793226638874417,1,0,0,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2117:9965,4,3,0.9793226638874417,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2117:9965,4,3,0.9793226638874417,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2119:9966,3,2,0.9780101605328161,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2119:9966,2,1,0.9780101605328161,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2119:9966,3,2,0.9780101605328161,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2124:9967,4,3,0.9108319022238636,1,0,0,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2124:9967,4,3,0.9108319022238636,1,0,1,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2124:9967,4,3,0.9108319022238636,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2132:9968,5,4,0.9793320230571709,2,0,1,0,0,1
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2132:9968,4,3,0.9793320230571709,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2132:9968,4,3,0.9793320230571709,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2133:9969,3,2,0.9866900981079126,0,0,0,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2133:9969,2,1,0.9866900981079126,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2133:9969,3,2,0.9866900981079126,1,0,0,0,0,1
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2135:9970,4,3,0.9149373938824852,1,0,1,0,0,0
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2135:9970,3,2,0.9149373938824852,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2135:9970,3,2,0.9149373938824852,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2141:9971,8,7,0.9575395685823829,5,0,2,0,1,2
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2141:9971,6,5,0.9575395685823829,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2141:9971,7,6,0.9575395685823829,0,0,0,0,0,0
bubbles,calibration,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2142:9972,6,5,0.9485794756916134,3,0,1,0,0,2
bubbles,evaluation,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2142:9972,4,3,0.9485794756916134,0,0,0,0,0,0
bubbles,holdout,V25_Amp0.75_umf2.0:V25_20240418_124024_20240418_124131:2142:9972,5,4,0.9485794756916134,1,0,0,1,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:11:9973,3,2,0.9759443973282674,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:11:9973,2,1,0.9759443973282674,1,0,0,0,0,1
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:11:9973,3,2,0.9759443973282674,1,0,1,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:15:9974,3,2,0.9703358875492755,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:15:9974,2,1,0.9703358875492755,1,0,0,1,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:15:9974,3,2,0.9703358875492755,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:27:9975,6,5,0.9280408806304008,3,0,0,2,0,1
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:27:9975,5,4,0.9280408806304008,4,0,0,1,0,3
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:27:9975,5,4,0.9280408806304008,4,0,0,4,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9976,3,2,0.9841422068716146,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9976,2,1,0.9841422068716146,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9976,3,2,0.9841422068716146,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9977,3,2,0.9709071242198518,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9977,2,1,0.9709071242198518,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:42:9977,3,2,0.9709071242198518,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:71:9978,4,3,0.9609033096256261,1,0,1,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:71:9978,3,2,0.9609033096256261,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:71:9978,4,3,0.9609033096256261,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:99:9979,5,4,0.9941075576782342,2,0,1,0,0,1
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:99:9979,4,3,0.9941075576782342,1,0,0,1,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:99:9979,4,3,0.9941075576782342,1,0,1,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:102:9980,3,2,0.9772964029868201,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:102:9980,2,1,0.9772964029868201,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:102:9980,3,2,0.9772964029868201,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:108:9981,5,4,0.8572199948989527,2,0,1,0,0,1
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:108:9981,4,3,0.8572199948989527,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:108:9981,5,4,0.8572199948989527,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9982,3,2,0.981222320466516,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9982,3,2,0.981222320466516,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9982,3,2,0.981222320466516,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9983,5,4,0.9669844763928176,2,0,1,0,0,1
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9983,4,3,0.9669844763928176,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:127:9983,4,3,0.9669844763928176,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:146:9984,8,7,0.9673042235647112,4,0,2,1,1,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:146:9984,7,6,0.9673042235647112,4,0,2,1,0,1
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:146:9984,7,6,0.9673042235647112,1,0,0,0,0,1
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:153:9985,3,2,0.9862051892177985,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:153:9985,3,2,0.9862051892177985,2,0,1,0,1,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:153:9985,3,2,0.9862051892177985,2,0,1,0,0,1
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:170:9986,6,5,0.9304616015166458,3,0,1,1,0,1
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:170:9986,5,4,0.9304616015166458,2,0,2,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:170:9986,5,4,0.9304616015166458,0,0,0,0,0,0
bubbles,calibration,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:175:9987,3,2,0.9850128254036847,0,0,0,0,0,0
bubbles,evaluation,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:175:9987,3,2,0.9850128254036847,0,0,0,0,0,0
bubbles,holdout,V26_Amp0.75_umf2.5:V26_20240418_124509_20240418_124618:175:9987,3,2,0.9850128254036847,0,0,0,0,0,0
